Primary Key,Program,Community,Services Requested,Client Status,HH Work Compliance Status,Member Work Compliance Status
t1216294H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1216294H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1215304H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206311H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206311H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1205917H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1204850H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1204850H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232161M26841,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Non-Compliant Period,Non-Compliant
t1232161M26841,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232161M26841,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Non-Compliant Period,Non-Compliant
t1232161M26841,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Non-Compliant Period,Non-Compliant
t1232161M26841,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232161M26841,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Non-Compliant Period,Non-Compliant
t1232155H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232155H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232155H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232155H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232155H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232701H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232663H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232663H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232663H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232663H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1204386M21412,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232825H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232833H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1211254H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1224402H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1224402H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1229664H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1229664H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1224899H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1222355H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1222355H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1217159H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232864H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
b1211719M29173,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1224581M23505,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1224581M23505,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206084H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1200661H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1213799H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1213799H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1214393M22276,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232877H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1214968H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1211014H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1211014H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1222000H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1222000H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1222000H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1219580H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1209058H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1200545H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1228880H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1216960H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1210301H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1210301H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1223892H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1204386M21412,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232749H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232758H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1205811H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1205811H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232775H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1232788H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232788H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232788H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232788M29895,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232788M29895,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232807H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232807H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232816H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232816H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232816H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1210380H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1215664H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1204850H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1215243H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1215243H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1215243H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1217814H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232252H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232252H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232314H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232314H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232383H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232425H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232345H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client inactive in program,Non-Compliant Period,Non-Compliant
t1214496H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1214496H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1210219H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1228488H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1228488H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
